wellName;datasetName;DEPTH;BOREHOLE_AZIMUTH_GN;BOREHOLE_DEVIATION;GR;LIT;RACHM;RACLM;RACSHM;RACSLM;ROP_AVG;RPCHM;RPCLM;RPCSHM;RPCSLM;RPTH1M;RPTHM;TCDM;TVD;TVDSS
;;m;°;°;API;unitless;ohm.m;ohm.m;ohm.m;ohm.m;m/hr;ohm.m;ohm.m;ohm.m;ohm.m;hr;min;degC;m;m
fff30GS;42230GS;3280,7;-9999;77,7812595521043;66,01;-9999;6008,312;2596,637;0,049;-0,036;18,05;61625,289;44519,973;0,174999997019768;0,206000000238419;;0,9;77,5;2646,77;2592,53
fff30GS;42230GS;3280,8;-9999;77,7937068861954;68,41;-9999;6008,312;0,78;0,049;-0,039;17,61;61625,289;0,149;0,23199999332428;0,185000002384186;;0,9;77,5;2646,79;2592,55
fff30GS;42230GS;3280,9;-9999;77,8061542429888;69,48;-9999;6008,312;0,247;0,05;-0,036;17,4;61625,289;0,361;0,174999997019768;0,234999999403954;;0,9;77,5;2646,82;2592,58
fff30GS;42230GS;3281;-9999;77,8186016224588;67,65;-9999;6008,312;0,583;0,049;-0,037;17,41;61625,289;22260,064;0,187999993562698;0,209000006318092;;0,9;77,5;2646,84;2592,6
fff30GS;42230GS;3281,1;-9999;77,8310490245791;66,29;-9999;6008,312;0,646;0,049;-0,04;17,51;61625,289;0,132;0,187999993562698;0,175999999046326;;0,9;77,5;2646,86;2592,62
fff30GS;42230GS;3281,2;-9999;77,8434964493239;67,87;-9999;6008,312;0,759;0,05;-0,042;17,39;61625,289;0,543;0,18299999833107;0,194999992847443;;0,9;77,5;2646,88;2592,64
fff30GS;42230GS;3281,3;-9999;77,8559438966673;64,13;-9999;6008,312;0,581;0,049;-0,04;17,67;61625,289;0,223;0,181999996304512;0,172000005841255;;0,9;77,5;2646,91;2592,67
fff30GS;42230GS;3281,4;-9999;77,8683913665831;65,19;-9999;6008,312;0,917;0,05;-0,041;18,05;61625,289;0,049;0,195999994874001;0,194000005722046;;0,9;77,5;2646,93;2592,69
fff30GS;42230GS;3281,5;-9999;77,8808388590455;63,83;-9999;6008,312;0,414;0,049;-0,042;17,89;61625,289;0,658;0,157000005245209;0,184000000357628;;0,9;77,5;2646,95;2592,71
fff30GS;42230GS;3281,6;-9999;77,8932863740286;63,94;-9999;6008,312;0,413;0,049;-0,04;17,2;61625,289;0,641;0,177000001072884;0,187000006437302;;0,9;77,4;2646,98;2592,74
fff30GS;42230GS;3281,7;-9999;77,9057339115064;64,29;-9999;6008,312;0,55;0,049;-0,039;17,07;61625,289;0,776;0,187000006437302;0,194999992847443;;0,9;77,4;2647;2592,76
fff30GS;42230GS;3281,8;-9999;77,918181471453;64,02;-9999;6008,312;0,52;0,05;-0,04;17,83;61625,289;0,337;0,166999995708466;0,181999996304512;;0,9;77,4;2647,02;2592,78
fff30GS;42230GS;3281,9;-9999;77,9306290538425;64,96;-9999;6008,312;1298,592;0,049;-0,037;17,79;61625,289;22260,002;0,197999998927116;0,222000002861023;;0,9;77,4;2647,05;2592,81
fff30GS;42230GS;3282;-9999;77,9430766586489;67,86;-9999;6008,312;0,555;0,05;-0,041;17,38;61625,289;0,284;0,186000004410744;0,196999996900558;;0,9;77,4;2647,06;2592,82
fff30GS;42230GS;3282,1;-9999;77,9555242858465;67,79;-9999;6008,312;0,818;0,049;-0,04;17,61;61625,289;14840,268;0,180000007152557;0,209999993443489;;0,9;77,4;2647,09;2592,85
fff30GS;42230GS;3282,2;-9999;77,9679719354092;66;-9999;6008,312;0,61;0,05;-0,04;18,23;61625,289;14840,064;0,185000002384186;0,186000004410744;;0,9;77,4;2647,12;2592,88
